tick,robot_id,x,y,battery,health,status,wait_counter
403,R3,7,8,79.8,0.0,broken,0
403,R4,9,8,79.8,100.0,idle,0
404,R0,1,8,79.75,100.0,idle,0
404,R1,3,8,79.75,100.0,idle,0
404,R2,5,8,79.75,0.0,broken,0
404,R3,7,8,79.75,0.0,broken,0
404,R4,9,8,79.75,100.0,idle,0
405,R0,1,8,79.7,100.0,idle,0
405,R1,3,8,79.7,100.0,idle,0
405,R2,5,8,79.7,0.0,broken,0
405,R3,7,8,79.7,0.0,broken,0
405,R4,9,8,79.7,100.0,idle,0
406,R0,1,8,79.65,100.0,idle,0
406,R1,3,8,79.65,100.0,idle,0
406,R2,5,8,79.65,0.0,broken,0
406,R3,7,8,79.65,0.0,broken,0
406,R4,9,8,79.65,100.0,idle,0
407,R0,1,8,79.6,100.0,idle,0
407,R1,3,8,79.6,100.0,idle,0
407,R2,5,8,79.6,0.0,broken,0
407,R3,7,8,79.6,0.0,broken,0
407,R4,9,8,79.6,100.0,idle,0
408,R0,1,8,79.55,100.0,idle,0
408,R1,3,8,79.55,100.0,idle,0
408,R2,5,8,79.55,0.0,broken,0
408,R3,7,8,79.55,0.0,broken,0
408,R4,9,8,79.55,100.0,idle,0
409,R0,1,8,79.5,100.0,idle,0
409,R1,3,8,79.5,100.0,idle,0
409,R2,5,8,79.5,0.0,broken,0
409,R3,7,8,79.5,0.0,broken,0
409,R4,9,8,79.5,100.0,idle,0
410,R0,1,8,79.45,100.0,idle,0
410,R1,3,8,79.45,100.0,idle,0
410,R2,5,8,79.45,0.0,broken,0
410,R3,7,8,79.45,0.0,broken,0
410,R4,9,8,79.45,100.0,idle,0
411,R0,1,8,79.4,100.0,idle,0
411,R1,3,8,79.4,100.0,idle,0
411,R2,5,8,79.4,0.0,broken,0
411,R3,7,8,79.4,0.0,broken,0
411,R4,9,8,79.4,100.0,idle,0
412,R0,1,8,79.35,100.0,idle,0
412,R1,3,8,79.35,100.0,idle,0
412,R2,5,8,79.35,0.0,broken,0
412,R3,7,8,79.35,0.0,broken,0
412,R4,9,8,79.35,100.0,idle,0
413,R0,1,8,79.3,100.0,idle,0
413,R1,3,8,79.3,100.0,idle,0
413,R2,5,8,79.3,0.0,broken,0
413,R3,7,8,79.3,0.0,broken,0
413,R4,9,8,79.3,100.0,idle,0
414,R0,1,8,79.25,100.0,idle,0
414,R1,3,8,79.25,100.0,idle,0
414,R2,5,8,79.25,0.0,broken,0
414,R3,7,8,79.25,0.0,broken,0
414,R4,9,8,79.25,100.0,idle,0
415,R0,1,8,79.2,100.0,idle,0
415,R1,3,8,79.2,100.0,idle,0
415,R2,5,8,79.2,0.0,broken,0
415,R3,7,8,79.2,0.0,broken,0
415,R4,9,8,79.2,100.0,idle,0
416,R0,1,8,79.15,100.0,idle,0
416,R1,3,8,79.15,100.0,idle,0
416,R2,5,8,79.15,0.0,broken,0
416,R3,7,8,79.15,0.0,broken,0
416,R4,9,8,79.15,100.0,idle,0
417,R0,1,8,79.1,100.0,idle,0
417,R1,3,8,79.1,100.0,idle,0
417,R2,5,8,79.1,0.0,broken,0
417,R3,7,8,79.1,0.0,broken,0
417,R4,9,8,79.1,100.0,idle,0
418,R0,1,8,79.05,100.0,idle,0
418,R1,3,8,79.05,100.0,idle,0
418,R2,5,8,79.05,0.0,broken,0
418,R3,7,8,79.05,0.0,broken,0
418,R4,9,8,79.05,100.0,idle,0
419,R0,1,8,79.0,100.0,idle,0
419,R1,3,8,79.0,100.0,idle,0
419,R2,5,8,79.0,0.0,broken,0
419,R3,7,8,79.0,0.0,broken,0
419,R4,9,8,79.0,100.0,idle,0
420,R0,1,8,78.95,100.0,idle,0
420,R1,3,8,78.95,100.0,idle,0
420,R2,5,8,78.95,0.0,broken,0
420,R3,7,8,78.95,0.0,broken,0
420,R4,9,8,78.95,100.0,idle,0
421,R0,1,8,78.9,100.0,idle,0
421,R1,3,8,78.9,100.0,idle,0
421,R2,5,8,78.9,0.0,broken,0
421,R3,7,8,78.9,0.0,broken,0
421,R4,9,8,78.9,100.0,idle,0
422,R0,1,8,78.85,100.0,idle,0
422,R1,3,8,78.85,100.0,idle,0
422,R2,5,8,78.85,0.0,broken,0
422,R3,7,8,78.85,0.0,broken,0
422,R4,9,8,78.85,100.0,idle,0
423,R0,1,8,78.8,100.0,idle,0
423,R1,3,8,78.8,100.0,idle,0
423,R2,5,8,78.8,0.0,broken,0
423,R3,7,8,78.8,0.0,broken,0
423,R4,9,8,78.8,100.0,idle,0
424,R0,1,8,78.75,100.0,idle,0
424,R1,3,8,78.75,100.0,idle,0
424,R2,5,8,78.75,0.0,broken,0
424,R3,7,8,78.75,0.0,broken,0
424,R4,9,8,78.75,100.0,idle,0
425,R0,1,8,78.7,100.0,idle,0
425,R1,3,8,78.7,100.0,idle,0
425,R2,5,8,78.7,0.0,broken,0
425,R3,7,8,78.7,0.0,broken,0
425,R4,9,8,78.7,100.0,idle,0
426,R0,1,8,78.65,100.0,idle,0
426,R1,3,8,78.65,100.0,idle,0
426,R2,5,8,78.65,0.0,broken,0
426,R3,7,8,78.65,0.0,broken,0
426,R4,9,8,78.65,100.0,idle,0
427,R0,1,8,78.6,100.0,idle,0
427,R1,3,8,78.6,100.0,idle,0
427,R2,5,8,78.6,0.0,broken,0
427,R3,7,8,78.6,0.0,broken,0
427,R4,9,8,78.6,100.0,idle,0
428,R0,1,8,78.55,100.0,idle,0
428,R1,3,8,78.55,100.0,idle,0
428,R2,5,8,78.55,0.0,broken,0
428,R3,7,8,78.55,0.0,broken,0
428,R4,9,8,78.55,100.0,idle,0
429,R0,1,8,78.5,100.0,idle,0
429,R1,3,8,78.5,100.0,idle,0
429,R2,5,8,78.5,0.0,broken,0
429,R3,7,8,78.5,0.0,broken,0
429,R4,9,8,78.5,100.0,idle,0
430,R0,1,8,78.45,100.0,idle,0
430,R1,3,8,78.45,100.0,idle,0
430,R2,5,8,78.45,0.0,broken,0
430,R3,7,8,78.45,0.0,broken,0
430,R4,9,8,78.45,100.0,idle,0
431,R0,1,8,78.4,100.0,idle,0
431,R1,3,8,78.4,100.0,idle,0
431,R2,5,8,78.4,0.0,broken,0
431,R3,7,8,78.4,0.0,broken,0
431,R4,9,8,78.4,100.0,idle,0
432,R0,1,8,78.35,100.0,idle,0
432,R1,3,8,78.35,100.0,idle,0
432,R2,5,8,78.35,0.0,broken,0
432,R3,7,8,78.35,0.0,broken,0
432,R4,9,8,78.35,100.0,idle,0
433,R0,1,8,78.3,100.0,idle,0
433,R1,3,8,78.3,100.0,idle,0
433,R2,5,8,78.3,0.0,broken,0
433,R3,7,8,78.3,0.0,broken,0
433,R4,9,8,78.3,100.0,idle,0
434,R0,1,8,78.25,100.0,idle,0
434,R1,3,8,78.25,100.0,idle,0
434,R2,5,8,78.25,0.0,broken,0
434,R3,7,8,78.25,0.0,broken,0
434,R4,9,8,78.25,100.0,idle,0
435,R0,1,8,78.2,100.0,idle,0
435,R1,3,8,78.2,100.0,idle,0
435,R2,5,8,78.2,0.0,broken,0
435,R3,7,8,78.2,0.0,broken,0
435,R4,9,8,78.2,100.0,idle,0
436,R0,1,8,78.15,100.0,idle,0
436,R1,3,8,78.15,100.0,idle,0
436,R2,5,8,78.15,0.0,broken,0
436,R3,7,8,78.15,0.0,broken,0
436,R4,9,8,78.15,100.0,idle,0
437,R0,1,8,78.1,100.0,idle,0
437,R1,3,8,78.1,100.0,idle,0
437,R2,5,8,78.1,0.0,broken,0
437,R3,7,8,78.1,0.0,broken,0
437,R4,9,8,78.1,100.0,idle,0
438,R0,1,8,78.05,100.0,idle,0
438,R1,3,8,78.05,100.0,idle,0
438,R2,5,8,78.05,0.0,broken,0
438,R3,7,8,78.05,0.0,broken,0
438,R4,9,8,78.05,100.0,idle,0
439,R0,1,8,78.0,100.0,idle,0
439,R1,3,8,78.0,100.0,idle,0
439,R2,5,8,78.0,0.0,broken,0
439,R3,7,8,78.0,0.0,broken,0
439,R4,9,8,78.0,100.0,idle,0
440,R0,1,8,77.95,100.0,idle,0
440,R1,3,8,77.95,100.0,idle,0
440,R2,5,8,77.95,0.0,broken,0
440,R3,7,8,77.95,0.0,broken,0
440,R4,9,8,77.95,100.0,idle,0
441,R0,1,8,77.9,100.0,idle,0
441,R1,3,8,77.9,100.0,idle,0
441,R2,5,8,77.9,0.0,broken,0
441,R3,7,8,77.9,0.0,broken,0
441,R4,9,8,77.9,100.0,idle,0
442,R0,1,8,77.85,100.0,idle,0
442,R1,3,8,77.85,100.0,idle,0
442,R2,5,8,77.85,0.0,broken,0
442,R3,7,8,77.85,0.0,broken,0
442,R4,9,8,77.85,100.0,idle,0
443,R0,1,8,77.8,100.0,idle,0
443,R1,3,8,77.8,100.0,idle,0
443,R2,5,8,77.8,0.0,broken,0
443,R3,7,8,77.8,0.0,broken,0
443,R4,9,8,77.8,100.0,idle,0
444,R0,1,8,77.75,100.0,idle,0
444,R1,3,8,77.75,100.0,idle,0
444,R2,5,8,77.75,0.0,broken,0
444,R3,7,8,77.75,0.0,broken,0
444,R4,9,8,77.75,100.0,idle,0
445,R0,1,8,77.7,100.0,idle,0
445,R1,3,8,77.7,100.0,idle,0
445,R2,5,8,77.7,0.0,broken,0
445,R3,7,8,77.7,0.0,broken,0
445,R4,9,8,77.7,100.0,idle,0
446,R0,1,8,77.65,100.0,idle,0
446,R1,3,8,77.65,100.0,idle,0
446,R2,5,8,77.65,0.0,broken,0
446,R3,7,8,77.65,0.0,broken,0
446,R4,9,8,77.65,100.0,idle,0
447,R0,1,8,77.6,100.0,idle,0
447,R1,3,8,77.6,100.0,idle,0
447,R2,5,8,77.6,0.0,broken,0
447,R3,7,8,77.6,0.0,broken,0
447,R4,9,8,77.6,100.0,idle,0
448,R0,1,8,77.55,100.0,idle,0
448,R1,3,8,77.55,100.0,idle,0
448,R2,5,8,77.55,0.0,broken,0
448,R3,7,8,77.55,0.0,broken,0
448,R4,9,8,77.55,100.0,idle,0
449,R0,1,8,77.5,100.0,idle,0
449,R1,3,8,77.5,100.0,idle,0
449,R2,5,8,77.5,0.0,broken,0
449,R3,7,8,77.5,0.0,broken,0
449,R4,9,8,77.5,100.0,idle,0
450,R0,1,8,77.45,100.0,idle,0
450,R1,3,8,77.45,100.0,idle,0
450,R2,5,8,77.45,0.0,broken,0
450,R3,7,8,77.45,0.0,broken,0
450,R4,9,8,77.45,100.0,idle,0
451,R0,1,8,77.4,100.0,idle,0
451,R1,3,8,77.4,100.0,idle,0
451,R2,5,8,77.4,0.0,broken,0
451,R3,7,8,77.4,0.0,broken,0
451,R4,9,8,77.4,100.0,idle,0
452,R0,1,8,77.35,100.0,idle,0
452,R1,3,8,77.35,100.0,idle,0
452,R2,5,8,77.35,0.0,broken,0
452,R3,7,8,77.35,0.0,broken,0
452,R4,9,8,77.35,100.0,idle,0
453,R0,1,8,77.3,100.0,idle,0
453,R1,3,8,77.3,100.0,idle,0
453,R2,5,8,77.3,0.0,broken,0
453,R3,7,8,77.3,0.0,broken,0
453,R4,9,8,77.3,100.0,idle,0
454,R0,1,8,77.25,100.0,idle,0
454,R1,3,8,77.25,100.0,idle,0
454,R2,5,8,77.25,0.0,broken,0
454,R3,7,8,77.25,0.0,broken,0
454,R4,9,8,77.25,100.0,idle,0
455,R0,1,8,77.2,100.0,idle,0
455,R1,3,8,77.2,100.0,idle,0
455,R2,5,8,77.2,0.0,broken,0
455,R3,7,8,77.2,0.0,broken,0
455,R4,9,8,77.2,100.0,idle,0
456,R0,1,8,77.15,100.0,idle,0
456,R1,3,8,77.15,100.0,idle,0
456,R2,5,8,77.15,0.0,broken,0
456,R3,7,8,77.15,0.0,broken,0
456,R4,9,8,77.15,100.0,idle,0
457,R0,1,8,77.1,100.0,idle,0
457,R1,3,8,77.1,100.0,idle,0
457,R2,5,8,77.1,0.0,broken,0
457,R3,7,8,77.1,0.0,broken,0
457,R4,9,8,77.1,100.0,idle,0
458,R0,1,8,77.05,100.0,idle,0
458,R1,3,8,77.05,100.0,idle,0
458,R2,5,8,77.05,0.0,broken,0
458,R3,7,8,77.05,0.0,broken,0
458,R4,9,8,77.05,100.0,idle,0
459,R0,1,8,77.0,100.0,idle,0
459,R1,3,8,77.0,100.0,idle,0
459,R2,5,8,77.0,0.0,broken,0
459,R3,7,8,77.0,0.0,broken,0
459,R4,9,8,77.0,100.0,idle,0
460,R0,1,8,76.95,100.0,idle,0
460,R1,3,8,76.95,100.0,idle,0
460,R2,5,8,76.95,0.0,broken,0
460,R3,7,8,76.95,0.0,broken,0
460,R4,9,8,76.95,100.0,idle,0
461,R0,1,8,76.9,100.0,idle,0
461,R1,3,8,76.9,100.0,idle,0
461,R2,5,8,76.9,0.0,broken,0
461,R3,7,8,76.9,0.0,broken,0
461,R4,9,8,76.9,100.0,idle,0
462,R0,1,8,76.85,100.0,idle,0
462,R1,3,8,76.85,100.0,idle,0
462,R2,5,8,76.85,0.0,broken,0
462,R3,7,8,76.85,0.0,broken,0
462,R4,9,8,76.85,100.0,idle,0
463,R0,1,8,76.8,100.0,idle,0
463,R1,3,8,76.8,100.0,idle,0
463,R2,5,8,76.8,0.0,broken,0
463,R3,7,8,76.8,0.0,broken,0
463,R4,9,8,76.8,100.0,idle,0
464,R0,1,8,76.75,100.0,idle,0
464,R1,3,8,76.75,100.0,idle,0
464,R2,5,8,76.75,0.0,broken,0
464,R3,7,8,76.75,0.0,broken,0
464,R4,9,8,76.75,100.0,idle,0
465,R0,1,8,76.7,100.0,idle,0
465,R1,3,8,76.7,100.0,idle,0
465,R2,5,8,76.7,0.0,broken,0
465,R3,7,8,76.7,0.0,broken,0
465,R4,9,8,76.7,100.0,idle,0
466,R0,1,8,76.65,100.0,idle,0
466,R1,3,8,76.65,100.0,idle,0
466,R2,5,8,76.65,0.0,broken,0
466,R3,7,8,76.65,0.0,broken,0
466,R4,9,8,76.65,100.0,idle,0
467,R0,1,8,76.6,100.0,idle,0
467,R1,3,8,76.6,100.0,idle,0
467,R2,5,8,76.6,0.0,broken,0
467,R3,7,8,76.6,0.0,broken,0
467,R4,9,8,76.6,100.0,idle,0
468,R0,1,8,76.55,100.0,idle,0
468,R1,3,8,76.55,100.0,idle,0
468,R2,5,8,76.55,0.0,broken,0
468,R3,7,8,76.55,0.0,broken,0
468,R4,9,8,76.55,100.0,idle,0
469,R0,1,8,76.5,100.0,idle,0
469,R1,3,8,76.5,100.0,idle,0
469,R2,5,8,76.5,0.0,broken,0
469,R3,7,8,76.5,0.0,broken,0
469,R4,9,8,76.5,100.0,idle,0
470,R0,1,8,76.45,100.0,idle,0
470,R1,3,8,76.45,100.0,idle,0
470,R2,5,8,76.45,0.0,broken,0
470,R3,7,8,76.45,0.0,broken,0
470,R4,9,8,76.45,100.0,idle,0
471,R0,1,8,76.4,100.0,idle,0
471,R1,3,8,76.4,100.0,idle,0
471,R2,5,8,76.4,0.0,broken,0
471,R3,7,8,76.4,0.0,broken,0
471,R4,9,8,76.4,100.0,idle,0
472,R0,1,8,76.35,100.0,idle,0
472,R1,3,8,76.35,100.0,idle,0
472,R2,5,8,76.35,0.0,broken,0
472,R3,7,8,76.35,0.0,broken,0
472,R4,9,8,76.35,100.0,idle,0
473,R0,1,8,76.3,100.0,idle,0
473,R1,3,8,76.3,100.0,idle,0
473,R2,5,8,76.3,0.0,broken,0
473,R3,7,8,76.3,0.0,broken,0
473,R4,9,8,76.3,100.0,idle,0
474,R0,1,8,76.25,100.0,idle,0
474,R1,3,8,76.25,100.0,idle,0
474,R2,5,8,76.25,0.0,broken,0
474,R3,7,8,76.25,0.0,broken,0
474,R4,9,8,76.25,100.0,idle,0
475,R0,1,8,76.2,100.0,idle,0
475,R1,3,8,76.2,100.0,idle,0
475,R2,5,8,76.2,0.0,broken,0
475,R3,7,8,76.2,0.0,broken,0
475,R4,9,8,76.2,100.0,idle,0
476,R0,1,8,76.15,100.0,idle,0
476,R1,3,8,76.15,100.0,idle,0
476,R2,5,8,76.15,0.0,broken,0
476,R3,7,8,76.15,0.0,broken,0
476,R4,9,8,76.15,100.0,idle,0
477,R0,1,8,76.1,100.0,idle,0
477,R1,3,8,76.1,100.0,idle,0
477,R2,5,8,76.1,0.0,broken,0
477,R3,7,8,76.1,0.0,broken,0
477,R4,9,8,76.1,100.0,idle,0
478,R0,1,8,76.05,100.0,idle,0
478,R1,3,8,76.05,100.0,idle,0
478,R2,5,8,76.05,0.0,broken,0
478,R3,7,8,76.05,0.0,broken,0
478,R4,9,8,76.05,100.0,idle,0
479,R0,1,8,76.0,100.0,idle,0
479,R1,3,8,76.0,100.0,idle,0
479,R2,5,8,76.0,0.0,broken,0
479,R3,7,8,76.0,0.0,broken,0
479,R4,9,8,76.0,100.0,idle,0
480,R0,1,8,75.95,100.0,idle,0
480,R1,3,8,75.95,100.0,idle,0
480,R2,5,8,75.95,0.0,broken,0
480,R3,7,8,75.95,0.0,broken,0
480,R4,9,8,75.95,100.0,idle,0
481,R0,1,8,75.9,100.0,idle,0
481,R1,3,8,75.9,100.0,idle,0
481,R2,5,8,75.9,0.0,broken,0
481,R3,7,8,75.9,0.0,broken,0
481,R4,9,8,75.9,100.0,idle,0
482,R0,1,8,75.85,100.0,idle,0
482,R1,3,8,75.85,100.0,idle,0
482,R2,5,8,75.85,0.0,broken,0
482,R3,7,8,75.85,0.0,broken,0
482,R4,9,8,75.85,100.0,idle,0
483,R0,1,8,75.8,100.0,idle,0
483,R1,3,8,75.8,100.0,idle,0
483,R2,5,8,75.8,0.0,broken,0
483,R3,7,8,75.8,0.0,broken,0
483,R4,9,8,75.8,100.0,idle,0
484,R0,1,8,75.75,100.0,idle,0
484,R1,3,8,75.75,100.0,idle,0
484,R2,5,8,75.75,0.0,broken,0
484,R3,7,8,75.75,0.0,broken,0
484,R4,9,8,75.75,100.0,idle,0
485,R0,1,8,75.7,100.0,idle,0
485,R1,3,8,75.7,100.0,idle,0
485,R2,5,8,75.7,0.0,broken,0
485,R3,7,8,75.7,0.0,broken,0
485,R4,9,8,75.7,100.0,idle,0
486,R0,1,8,75.65,100.0,idle,0
486,R1,3,8,75.65,100.0,idle,0
486,R2,5,8,75.65,0.0,broken,0
486,R3,7,8,75.65,0.0,broken,0
486,R4,9,8,75.65,100.0,idle,0
487,R0,1,8,75.6,100.0,idle,0
487,R1,3,8,75.6,100.0,idle,0
487,R2,5,8,75.6,0.0,broken,0
487,R3,7,8,75.6,0.0,broken,0
487,R4,9,8,75.6,100.0,idle,0
488,R0,1,8,75.55,100.0,idle,0
488,R1,3,8,75.55,100.0,idle,0
488,R2,5,8,75.55,0.0,broken,0
488,R3,7,8,75.55,0.0,broken,0
488,R4,9,8,75.55,100.0,idle,0
489,R0,1,8,75.5,100.0,idle,0
489,R1,3,8,75.5,100.0,idle,0
489,R2,5,8,75.5,0.0,broken,0
489,R3,7,8,75.5,0.0,broken,0
489,R4,9,8,75.5,100.0,idle,0
490,R0,1,8,75.45,100.0,idle,0
490,R1,3,8,75.45,100.0,idle,0
490,R2,5,8,75.45,0.0,broken,0
490,R3,7,8,75.45,0.0,broken,0
490,R4,9,8,75.45,100.0,idle,0
491,R0,1,8,75.4,100.0,idle,0
491,R1,3,8,75.4,100.0,idle,0
491,R2,5,8,75.4,0.0,broken,0
491,R3,7,8,75.4,0.0,broken,0
491,R4,9,8,75.4,100.0,idle,0
492,R0,1,8,75.35,100.0,idle,0
492,R1,3,8,75.35,100.0,idle,0
492,R2,5,8,75.35,0.0,broken,0
492,R3,7,8,75.35,0.0,broken,0
492,R4,9,8,75.35,100.0,idle,0
493,R0,1,8,75.3,100.0,idle,0
493,R1,3,8,75.3,100.0,idle,0
493,R2,5,8,75.3,0.0,broken,0
493,R3,7,8,75.3,0.0,broken,0
493,R4,9,8,75.3,100.0,idle,0
494,R0,1,8,75.25,100.0,idle,0
494,R1,3,8,75.25,100.0,idle,0
494,R2,5,8,75.25,0.0,broken,0
494,R3,7,8,75.25,0.0,broken,0
494,R4,9,8,75.25,100.0,idle,0
495,R0,1,8,75.2,100.0,idle,0
495,R1,3,8,75.2,100.0,idle,0
495,R2,5,8,75.2,0.0,broken,0
495,R3,7,8,75.2,0.0,broken,0
495,R4,9,8,75.2,100.0,idle,0
496,R0,1,8,75.15,100.0,idle,0
496,R1,3,8,75.15,100.0,idle,0
496,R2,5,8,75.15,0.0,broken,0
496,R3,7,8,75.15,0.0,broken,0
496,R4,9,8,75.15,100.0,idle,0
497,R0,1,8,75.1,100.0,idle,0
497,R1,3,8,75.1,100.0,idle,0
497,R2,5,8,75.1,0.0,broken,0
497,R3,7,8,75.1,0.0,broken,0
497,R4,9,8,75.1,100.0,idle,0
498,R0,1,8,75.05,100.0,idle,0
498,R1,3,8,75.05,100.0,idle,0
498,R2,5,8,75.05,0.0,broken,0
498,R3,7,8,75.05,0.0,broken,0
498,R4,9,8,75.05,100.0,idle,0
499,R0,1,8,75.0,100.0,idle,0
499,R1,3,8,75.0,100.0,idle,0
499,R2,5,8,75.0,0.0,broken,0
499,R3,7,8,75.0,0.0,broken,0
499,R4,9,8,75.0,100.0,idle,0
500,R0,1,8,74.95,100.0,idle,0
500,R1,3,8,74.95,100.0,idle,0
500,R2,5,8,74.95,0.0,broken,0
500,R3,7,8,74.95,0.0,broken,0
500,R4,9,8,74.95,100.0,idle,0
501,R0,1,8,74.9,100.0,idle,0
501,R1,3,8,74.9,100.0,idle,0
501,R2,5,8,74.9,0.0,broken,0
501,R3,7,8,74.9,0.0,broken,0
501,R4,9,8,74.9,100.0,idle,0
502,R0,1,8,74.85,100.0,idle,0
502,R1,3,8,74.85,100.0,idle,0
502,R2,5,8,74.85,0.0,broken,0
502,R3,7,8,74.85,0.0,broken,0
502,R4,9,8,74.85,100.0,idle,0
503,R0,1,8,74.8,100.0,idle,0
503,R1,3,8,74.8,100.0,idle,0
503,R2,5,8,74.8,0.0,broken,0
503,R3,7,8,74.8,0.0,broken,0
503,R4,9,8,74.8,100.0,idle,0
504,R0,1,8,74.75,100.0,idle,0
504,R1,3,8,74.75,100.0,idle,0
504,R2,5,8,74.75,0.0,broken,0
504,R3,7,8,74.75,0.0,broken,0
504,R4,9,8,74.75,100.0,idle,0
505,R0,1,8,74.7,100.0,idle,0
505,R1,3,8,74.7,100.0,idle,0
505,R2,5,8,74.7,0.0,broken,0
505,R3,7,8,74.7,0.0,broken,0
505,R4,9,8,74.7,100.0,idle,0
506,R0,1,8,74.65,100.0,idle,0
506,R1,3,8,74.65,100.0,idle,0
506,R2,5,8,74.65,0.0,broken,0
506,R3,7,8,74.65,0.0,broken,0
506,R4,9,8,74.65,100.0,idle,0
507,R0,1,8,74.6,100.0,idle,0
507,R1,3,8,74.6,100.0,idle,0
507,R2,5,8,74.6,0.0,broken,0
507,R3,7,8,74.6,0.0,broken,0
507,R4,9,8,74.6,100.0,idle,0
508,R0,1,8,74.55,100.0,idle,0
508,R1,3,8,74.55,100.0,idle,0
508,R2,5,8,74.55,0.0,broken,0
508,R3,7,8,74.55,0.0,broken,0
508,R4,9,8,74.55,100.0,idle,0
509,R0,1,8,74.5,100.0,idle,0
509,R1,3,8,74.5,100.0,idle,0
509,R2,5,8,74.5,0.0,broken,0
509,R3,7,8,74.5,0.0,broken,0
509,R4,9,8,74.5,100.0,idle,0
510,R0,1,8,74.45,100.0,idle,0
510,R1,3,8,74.45,100.0,idle,0
510,R2,5,8,74.45,0.0,broken,0
510,R3,7,8,74.45,0.0,broken,0
510,R4,9,8,74.45,100.0,idle,0
511,R0,1,8,74.4,100.0,idle,0
511,R1,3,8,74.4,100.0,idle,0
511,R2,5,8,74.4,0.0,broken,0
511,R3,7,8,74.4,0.0,broken,0
511,R4,9,8,74.4,100.0,idle,0
512,R0,1,8,74.35,100.0,idle,0
512,R1,3,8,74.35,100.0,idle,0
512,R2,5,8,74.35,0.0,broken,0
512,R3,7,8,74.35,0.0,broken,0
512,R4,9,8,74.35,100.0,idle,0
513,R0,1,8,74.3,100.0,idle,0
513,R1,3,8,74.3,100.0,idle,0
513,R2,5,8,74.3,0.0,broken,0
513,R3,7,8,74.3,0.0,broken,0
513,R4,9,8,74.3,100.0,idle,0
514,R0,1,8,74.25,100.0,idle,0
514,R1,3,8,74.25,100.0,idle,0
514,R2,5,8,74.25,0.0,broken,0
514,R3,7,8,74.25,0.0,broken,0
514,R4,9,8,74.25,100.0,idle,0
515,R0,1,8,74.2,100.0,idle,0
515,R1,3,8,74.2,100.0,idle,0
515,R2,5,8,74.2,0.0,broken,0
515,R3,7,8,74.2,0.0,broken,0
515,R4,9,8,74.2,100.0,idle,0
516,R0,1,8,74.15,100.0,idle,0
516,R1,3,8,74.15,100.0,idle,0
516,R2,5,8,74.15,0.0,broken,0
516,R3,7,8,74.15,0.0,broken,0
516,R4,9,8,74.15,100.0,idle,0
517,R0,1,8,74.1,100.0,idle,0
517,R1,3,8,74.1,100.0,idle,0
517,R2,5,8,74.1,0.0,broken,0
517,R3,7,8,74.1,0.0,broken,0
517,R4,9,8,74.1,100.0,idle,0
518,R0,1,8,74.05,100.0,idle,0
518,R1,3,8,74.05,100.0,idle,0
518,R2,5,8,74.05,0.0,broken,0
518,R3,7,8,74.05,0.0,broken,0
518,R4,9,8,74.05,100.0,idle,0
519,R0,1,8,74.0,100.0,idle,0
519,R1,3,8,74.0,100.0,idle,0
519,R2,5,8,74.0,0.0,broken,0
519,R3,7,8,74.0,0.0,broken,0
519,R4,9,8,74.0,100.0,idle,0
520,R0,1,8,73.95,100.0,idle,0
520,R1,3,8,73.95,100.0,idle,0
520,R2,5,8,73.95,0.0,broken,0
520,R3,7,8,73.95,0.0,broken,0
520,R4,9,8,73.95,100.0,idle,0
521,R0,1,8,73.9,100.0,idle,0
521,R1,3,8,73.9,100.0,idle,0
521,R2,5,8,73.9,0.0,broken,0
521,R3,7,8,73.9,0.0,broken,0
521,R4,9,8,73.9,100.0,idle,0
522,R0,1,8,73.85,100.0,idle,0
522,R1,3,8,73.85,100.0,idle,0
522,R2,5,8,73.85,0.0,broken,0
522,R3,7,8,73.85,0.0,broken,0
522,R4,9,8,73.85,100.0,idle,0
523,R0,1,8,73.8,100.0,idle,0
523,R1,3,8,73.8,100.0,idle,0
523,R2,5,8,73.8,0.0,broken,0
523,R3,7,8,73.8,0.0,broken,0
523,R4,9,8,73.8,100.0,idle,0
524,R0,1,8,73.75,100.0,idle,0
524,R1,3,8,73.75,100.0,idle,0
524,R2,5,8,73.75,0.0,broken,0
524,R3,7,8,73.75,0.0,broken,0
524,R4,9,8,73.75,100.0,idle,0
525,R0,1,8,73.7,100.0,idle,0
525,R1,3,8,73.7,100.0,idle,0
525,R2,5,8,73.7,0.0,broken,0
525,R3,7,8,73.7,0.0,broken,0
525,R4,9,8,73.7,100.0,idle,0
526,R0,1,8,73.65,100.0,idle,0
526,R1,3,8,73.65,100.0,idle,0
526,R2,5,8,73.65,0.0,broken,0
526,R3,7,8,73.65,0.0,broken,0
526,R4,9,8,73.65,100.0,idle,0
527,R0,1,8,73.6,100.0,idle,0
527,R1,3,8,73.6,100.0,idle,0
527,R2,5,8,73.6,0.0,broken,0
527,R3,7,8,73.6,0.0,broken,0
527,R4,9,8,73.6,100.0,idle,0
528,R0,1,8,73.55,100.0,idle,0
528,R1,3,8,73.55,100.0,idle,0
528,R2,5,8,73.55,0.0,broken,0
528,R3,7,8,73.55,0.0,broken,0
528,R4,9,8,73.55,100.0,idle,0
529,R0,1,8,73.5,100.0,idle,0
529,R1,3,8,73.5,100.0,idle,0
529,R2,5,8,73.5,0.0,broken,0
529,R3,7,8,73.5,0.0,broken,0
529,R4,9,8,73.5,100.0,idle,0
530,R0,1,8,73.45,100.0,idle,0
530,R1,3,8,73.45,100.0,idle,0
530,R2,5,8,73.45,0.0,broken,0
